ZIP,IDT1RWAJR,EXTRA,TFRA,IDNCCONR,STNAME,EQCDIVNTINC,INSDATE,BKPREM,SZLNCON,INTAN,NTRENRSR,OBSDIR,OFFOA,P9LTOT,NTALLOTHR,IGLSEC,EEFFR,IDT1CER,NAMEHCR,NTREMULR,DEPDOM,IBEFXTR,INTINCY,EQV,NETINC,LNLSDEPR,FDICSUPVDESC,MUTUAL,OFFFOR,NAASSET,NTLNLSR,DEPUNINS,DEPNIDOM,RSSDHCR,LNATRESR,ASDROTH,SZLNRES,CERT,STALP,NTCOMRER,EINTEXP,DEPCSBQ,COREDEP,MSA_NAME,CALLFORM,RSSDID,CBLRIND,SC,QBPRCOMLDESC,ELNANTR,ENDEFYMD,NPERFV,LNRESNCR,CB,REGAGNT,NUMEMP,ASSET,NCREMULR,NCRECONR,STCNTY,NALTOT,IDLNCORR,SPECGRPDESC,SZLAUTO,CITY,P9ASSET,STMULT,P3ASSET,DEPALLEX,LIAB,ITAX,TRADE,NIMY,INSAGNT1,DEPINS,BKCLASS,NOIJ,NOIJY,IDNCCIR,EFFDATE,LSAORE,ELNATR,NTRER,INTINC,NETINBM,EQCSTKRX,UC,LSALNLS,NTLNLS,FLDOFF,ERNASTR,NCLNLSR,LNLSNET,LNNDEPC,LNNDEPD,DEPFOR,NCRENRER,PARCERT,ROA,P3LTOT,RISDATE,EQCDIV,ROEINJR,ROE,SZLNHEL,OCCDISTDESC,EQ,NAME,HCTMULT,SZLNCRCD,NONIXAY,SZLNOTH,FREPO,FDICDBSDESC,CHBAL,LSAOA,OFFDOM,SUBCHAPS,ASDRRES,NCRER,AOAR,ORE,ACTIVE,NTRECOSR,NCRERESR,DEPIDOM,REPDTE,IDNTCIR,INTEXPY,RBC1AAJ,NTRERESR,ASTEMPM,AOA,ROAPTX,PTAXNETINC,DEPDASTR,NCCOMRER,DEPBEFEX,FEDDESC,NONIIAY,IDNTCONR,ELNATRY,NONIX,LNLSNTV,DEP,CBSA,IDNCOTHR,NIM,RBCRWAJ,SZLNCI,LSASCDBT,IDNCGTPR,NAMEFULL,IDERNCVR,NFAA,ESTYMD,NONII,TRUST,EQTOT,ID
"56164","16.28287635138372","0","0","0","MINNESOTA","94.3558810857389","19340101","6965","","778","0","0","0","","0","-22","63.75961413114327","16.28287635138372","FIRST STB SW KSOP PLAN&TR","0","350776","2321","4.789144177108513","6.6532174456074955","2321","62.98036353684403","KANSAS CITY","0","0","1593","0.0036071999711424","54203","61061","2399678","1.446275461496596","","","9770","MN","0","2858","352297","328627","","51","823656","0","137756","KANSAS CITY","6000","99991231","0.39957359301551215","203.51537978656623","1","FED","50","409937","0","11.877303531090238","Pipestone","","67.22515191995788","AGRICULTURAL SPECIALIZATION","","PIPESTONE","0","1","1082","0","382663","197","0","3.255029173950462","DIF","298094","SM","2341.24","1.1685205580640114","0","20240630","","240","0","8922","2321","0","54852","","4","SIOUX FALLS","93.34","0.7106467643936082","220920","","0","","0","0","1.1584187077217931","","20260630","2190","0.9791586212051374","17.35","","null","27274","FIRST STATE BANK SOUTHWEST","","","2.441114131610207","","21963","KANSAS CITY","7516","","6","1","","1.0999482133609528","0.034136952751276414","45","1","0","0","289715","20260630","0","1.534115003158051","9.689911430417759","0","8.19874","13994","1.2567420534439788","2540","85.57","0","352297","MINNEAPOLIS","0.8","0.09638941322944697","0.12","4891","53.89","350776","","0","6064","17.533255617125246","","","0","FIRST STATE BANK SOUTHWEST","695","0","19030101","1607","0","27274","9770_20260630"
"56763","0","0","0","0.4843096928282359","MINNESOTA","0","19340101","220","","0","-0.01236450562585006","0","0","","-0.36673092293948945","-2","69.85830828681839","0","WARROAD BANCSHARES INC","0","119913","486","4.944954541482056","12.604987350921576","486","56.342514990034445","KANSAS CITY","0","0","0","0.06979449398991858","17455","36652","1127986","2.9797377830750893","","","9773","MN","0","795","120130","108602","","51","868059","1","51984","KANSAS CITY","104.16666666666667","99991231","2.10119262739429","71.37942896456828","1","FDIC","16","138350","0","0","Roseau","","62.210640688016795","AGRICULTURAL SPECIALIZATION","","WARROAD","2907","0","2771","0","120911","189","0","3.6817029796317238","DIF","102675","NM","487.58","0.6915913921046223","1.8532325061241879","20240630","","25","-0.0147197723341879","3112","486","0","3410","","24","FARGO","88.19","4.174504932722547","67562","","0","","2.0772797527047917","0","0.6893502944395719","","20260630","0","5.697204149815368","5.7","","null","17439","SECURITY STB OF WARROAD","","","2.3077632285044927","","1000","KANSAS CITY","8275","","2","0","","4.464836240977839","0.06728586917238887","0","1","0","12.092534174553101","83261","20260630","0.49087283325663444","1.2632515618503324","16.407700437005513","-0.20696791997240424","8.646875","9309","0.9574309644994055","677","86.67","0","120130","MINNEAPOLIS","0.02","-0.12038254898900952","0.04","1627","48.83","119913","","15.276932440657335","2317","0","","","0","SECURITY STATE BANK OF WARROAD","29.25","0","19120913","12","0","17439","9773_20260630"
"39747","0","0","0","0.10873201739712278","MISSISSIPPI","52.969762419006486","19340101","6323","","0","-0.07984758916314123","0","0","","-0.07106057914372002","0","65.41628545288198","0","KILMICHAEL BCORP INC","0","311574","1852","5.790947003599109","5.688360725314288","1852","64.84912091509561"," DALLAS","0","0","1975","0.0029901573985630634","96262","61471","3097850","1.5312263944053217","","","9775","MS","0","3285","312279","284358","","51","780049","1","99101","DALLAS","13866.666666666666","99991231","0.5780854395644601","159.08860759493672","1","FED","52","341645","0","0","Montgomery","","71.0558521300614","COMMERCIAL LENDING SPECIALIZATION","","KILMICHAEL","0","0","1728","0","322211","0","0","3.705749052615543","DIF","216017","SM","1852","1.0949271920714343","0.1029050898440592","20230222","","416","-0.02487057483752315","9123","1852","0","18326","","3","JACKSON MS","93.51","0.9624990862350448","202053","","0","","3.780679282703909","0","1.0949271920714343","","20260630","981","9.242359932088286","19.65","","null","19434","BANK OF KILMICHAEL","","","2.5363054287183875","","150"," DALLAS","25899","","6","1","","1.2319048073557952","0.023764433842146087","0","1","0","0.13418400931692742","250103","20260630","-0.040288465412352446","2.085197950983566","9.117397075260806","0","6.570096153846153","8119","1.0949271920714343","1852","91.2","0","312279","ST. LOUIS","0.43","0.5259734751010944","0.25","4290","59.14","311574","GRENADA, MS","0","5838","0","","","0","BANK OF KILMICHAEL","756","0","19040916","720","0","19434","9775_20260630"
"38646","16.95228210760059","0","0","0.9300444803881924","MISSISSIPPI","0","19340101","363","","0","-0.13594344752582926","0","0","","1.7944103324158374","0","76.41339575081022","16.95228210760059","CB&T BANCSHARES INC","0","83045","468","7.0623030158184825","14.253389073788455","468","83.18140767054007"," DALLAS","0","0","1993","0.724064374630707","21407","24547","2605249","2.6521984216459975","","","9777","MS","0","708","83263","77273","","51","729945","0","12642","DALLAS","23.651452282157674","99991231","4.815731796412046","48.18228366615463","1","FDIC","30","98552","0","0","Quitman","","89.39474331267067","AGRICULTURAL SPECIALIZATION","","MARKS","2608","0","952","0","84505","130","0","5.4759735313008795","DIF","61856","NM","468","0.9199348707078716","4.681004879812037","20220831","","57","-0.030534661930401327","3152","468","0","17785","","241","JACKSON MS","88.74","5.504509582863585","69078","","0","","6.02076124567474","0","0.9199348707078716","","20260630","0","6.732521338831879","6.73","","null","14047","CITIZENS BANK&TRUST CO","","","4.171157682995948","","400"," DALLAS","7154","","2","0","","7.029841778489885","0.08898855426576832","145","1","0","5.400867496851826","58498","20260630","0","1.5863294845176032","14.001355580806571","0","3.285066666666667","8770","1.1754723347933915","598","84.27","0","83263","ST. LOUIS","0.65","1.5995734470807785","0.11","2122","70.09","83045","","4.167410634574867","2444","18.214621901474743","","","0","CITIZENS BANK & TRUST CO.","2.7178423236514524","0","19170817","333","1","14047","9777_20260630"
"63627","12.387601930263473","0","0","0.014609203798392987","MISSOURI","40.943518718892015","19340101","4600","","966","0","831","0","","0","-1","44.92461118366378","12.387601930263473","PEOPLES COMMUNITY BCORP INC","0","356839","4621","5.880318843955094","8.202775606443097","4621","77.53496674971065","KANSAS CITY","0","0","848","0.03009868606694199","130592","85728","1416505","0.9955019913618196","","","9788","MO","0","3196","357465","263329","","51","820842","0","99508","KANSAS CITY","0","99991231","0.21733280367005392","328.066037735849","1","FDIC","52","390185","0","0","Ste. Genevieve","","105.06818466632994","COMMERCIAL LENDING SPECIALIZATION","","BLOOMSDALE","0","0","3849","0","358179","0","0","4.175693082024892","DIF","226873","NM","4622","2.390786523247063","0.9051710956851472","20220831","","17","0","11025","4621","0","87425","","40","ST. LOUIS","96.97","0.30344561059483216","276675","","0","","0.7580081329813798","0","2.3902692609097094","","20260630","1892","17.85741550609098","30.24","","null","32006","BLOOMSDALE BANK","","","1.957320684544977","","1085","KANSAS CITY","4468","","5","1","","0.2422245906404418","0.007388802747414688","0","1","0","0.10600946452499278","271111","20260630","0","1.7046257619302025","8.937683935984612","0","7.503557692307693","2883","2.3902692609097094","4622","91.45","0","357465","ST. LOUIS","0.31","1.333777925975325","0.01","3784","70.91","356839","","0.0077827068254338865","7829","13.43194006831988","","","0","BLOOMSDALE BANK","115.975","0","19140501","594","0","32006","9788_20260630"
"65248","0","0","0","0.12478163214374843","MISSOURI","57.4486301369863","19340101","777","","825","0","0","0","","0","0","69.73140495867769","0","HARRIS TAUBMAN FINANCIAL CORP","0","145175","1168","5.610250375890698","10.056657223796034","1168","75.36628207335974","KANSAS CITY","0","0","400","0.025889728250316688","44521","24432","2313049","0.9047929572872513","","","9791","MO","0","1398","145245","134037","","51","709451","1","14874","KANSAS CITY","0","99991231","0.2442121715346293","249.75","1","FDIC","29","163792","0","0","Howard","","81.6289531994897","ALL OTHER UNDER 1 BILLION","","FAYETTE","0","0","414","0","147320","0","0","3.782441001503563","DIF","100724","NM","1168","1.4711593567036625","12.772751463544438","20240630","","4","0","4291","1168","0","10811","","14","COLUMBIA MO","96.55","0.3622794623772778","109413","","0","","0","0","1.4711593567036625","","20260630","671","6.135549977367187","14.42","","null","16472","COMMERCIAL TR CO OF FAYETTE","","","3.4007964581334664","","0","KANSAS CITY","35543","","2","1","","0.15805445502823906","0.014408518120543128","0","1","0","0.21636591804059024","120743","20260630","0","1.8278093743871349","10.40632082131048","0","5.648","2360","1.4711593567036625","1168","88.63","0","145245","KANSAS CITY","1.23","0.34327748263179403","0.01","2700","66.8","145175","COLUMBIA, MO","0","2893","0","","","0","COMMERCIAL TRUST COMPANY OF FAYETTE","83.71428571428571","0","19030101","979","1","16472","9791_20260630"
"64076","24.51481758853108","0","0","2.1551724137931036","MISSOURI","85.68262411347519","19340101","1844","","0","0.4520636706565472","0","0","","0","0","33.29711719542228","24.51481758853108","COUNTRY AGENCIES&INVESTMENTS","0","567048","6768","6.71379516782937","13.724649564757256","6768","79.33120300221498","KANSAS CITY","0","0","4339","0.2669900261090901","117597","62300","1053339","1.3132031099176888","0","0","9803","MO","0","8398","569966","487784","","41","819453","0","96739","KANSAS CITY","56.46481178396072","99991231","1.5856716919077978","62.02466065692674","1","FDIC","54","667099","9.302878896026648","2.8920728222712055","Lafayette","","92.22237711774063","ALL OTHER UNDER 1 BILLION","","ODESSA","5312","0","15071","0","575542","1991","0","4.108802938138414","DIF","452369","NM","6768","2.0442353850862642","1.6660911602209945","20230103","","450","0.1968421773182382","21644","6768","0","50185","","611","KANSAS CITY","97.34","2.1172273995682622","449846","","0","","1.4152328380997123","0","2.0442353850862642","","20260630","5799","2.1483364618590834","15.01","","null","91557","BANK OF ODESSA","","","1.3884973500652418","0","8596","KANSAS CITY","97515","","4","0","0","2.1887951265791186","0.01743669230504018","927","1","0.5281020997392829","2.4951304376779264","504748","20260630","0.7428526588370694","2.6049922296909553","13.672571916153014","0.09209643852286163","12.353685185185187","11632","2.645605457737971","8759","85","0","569966","KANSAS CITY","0.17","1.086697488203613","0.14","4597","67.43","567048","KANSAS CITY, MO-KS","0","13246","25.769498234727724","","","0","BANK OF ODESSA","15.072013093289689","0","18800101","560","0","91557","9803_20260630"
"68301","0","0","0","0","NEBRASKA","59.78456014362658","19340101","600","","0","0","0","0","","0","0","53.66591080876795","0","","0","54249","557","5.4989298489814855","15.725260472342184","557","90.06986303895003","KANSAS CITY","0","0","44","-0.01197365795250449","7611","13995","","0.7293634830661709","","","9812","NE","0","587","54361","47881","","51","332756","1","15975","KANSAS CITY","0","99991231","0.06271290317982925","815.9090909090909","1","FDIC","8","70161","0","0","Gage","","102.0488293895282","AGRICULTURAL SPECIALIZATION","","ADAMS","0","0","123","0","59128","7","0","3.7417867780222416","DIF","46750","NM","557","1.5887428394856316","1.164021164021164","20240630","","49","0","1837","557","0","9674","","-3","OMAHA","95.06","0.08939273887161983","48862","","0","","0","0","1.5887428394856316","","20260630","333","4.107328402909357","10.21","","null","11033","ADAMS STATE BANK","","","2.025147964155832","","0","KANSAS CITY","3230","","1","1","","0","0.021293881216060205","0","1","0","0","40254","20260630","-0.20999212529530142","1.7571430709592446","16.62074351304758","0","8.770125","1494","1.6087090870195622","564","77.32","0","54361","KANSAS CITY","0.21","0.05270555165144063","0.14","710","69.64","54249","BEATRICE, NE","0","1250","0","","","0","ADAMS STATE BANK","0","0","19180118","73","0","11033","9812_20260630"
"68649","0","0","0","0.4100227790432802","NEBRASKA","0","19340101","159","","0","0","0","0","","0","0","54.403623553095116","0","PLATTE VALLEY BCORP INC","0","92880","686","5.166546659696398","12.781253788126032","686","56.185400516795866","KANSAS CITY","0","0","103","0","21514","19354","4045027","1.4354518840305979","","","9818","NE","0","755","93152","84883","","51","45056","1","35552","KANSAS CITY","0","99991231","0.0960435646149399","737.8640776699029","1","FDIC","10","107243","0","0","Dodge","","61.478741326296195","AGRICULTURAL SPECIALIZATION","","NORTH BEND","0","0","256","0","93536","180","0","3.6771450834952604","DIF","71638","NM","686","1.2942989214175655","0.047539814594723076","20240630","","40","0","2619","686","0","12798","","0","OMAHA","95.81","0.19454150533572576","52185","","0","","0","0","1.2942989214175655","","20260630","0","10.225578853224684","10.23","","null","13707","PLATTE VALLEY BANK","","","2.0395585044495457","","0","KANSAS CITY","17568","","1","0","","0.48987589810581317","0.01658849528640564","0","1","0","2.336448598130841","73526","20260630","0","1.4894015762011383","13.872432027703683","0","10.724300000000001","1779","1.6339108833055564","866","86.61","0","93152","KANSAS CITY","0.23","0","0.08","1081","48.66","92880","FREMONT, NE","0","1864","0","","","0","PLATTE VALLEY BANK","0","0","18910627","123","0","13707","9818_20260630"
"69154","0","0","0","0","NEBRASKA","138.62633900441082","19340101","75","","0","0","0","0","","0","53","33.41957740405347","0","O&F CATTLE CO","0","60979","1587","6.819621885268851","16.64485842629939","1587","90.20974433821479","KANSAS CITY","0","0","0","0","15612","12536","1051399","0.9596341507327789","","","9819","NE","0","640","61059","52061","","51","911759","1","1903","KANSAS CITY","0","99991231","2.4011547126033643","68.50899742930592","1","FDIC","7","74131","0","0","Garden","","105.6625881177849","AGRICULTURAL SPECIALIZATION","","OSHKOSH","778","0","15","0","61792","10","0","4.933468900579108","DIF","45447","NM","1534.53","4.194137341988384","0","20240630","","0","0","2314","1587","0","14207","","0","GRAND ISLAND","93.19","1.4007417809945628","55009","","0","","0","0","4.337546976426375","","20260630","2200","-10.002175568367235","25.89","","null","12339","NEBRASKA STATE BANK","","","2.118209771096686","","4015","KANSAS CITY","9527","","1","1","","1.953154419702257","0.03507304636386937","1002","1","0","0","48443","20260630","0","1.8861529846897425","18.081240291902347","0","10.590142857142856","2600","4.364878715408268","1544","82.26","0","61059","KANSAS CITY","1.76","0","0","775","74.21","60979","","0","1674","0","","","0","NEBRASKA STATE BANK","0","0","19210621","645","0","12339","9819_20260630"
"68447","0","0","0","0.18524235875270145","NEBRASKA","57.66990291262136","19340101","1048","","0","0","0","0","","0.012975497934733246","2","65.59662775616083","0","DUROC INVESTMENT CO","0","118538","1030","6.567440952566855","9.582793125228548","1030","109.14305960957667","KANSAS CITY","0","0","6","0.00312269051014354","7286","17882","1053973","1.0546441818668504","","","9822","NE","0","1504","118799","108631","","51","660253","1","1567","KANSAS CITY","1000","99991231","0.6908015026096207","132.7237728585178","1","FDIC","29","150405","0","0","Pawnee","","119.09675875210574","AGRICULTURAL SPECIALIZATION","","TABLE ROCK","1033","0","908","0","135992","13","0","4.365606090181534","DIF","111513","NM","1028.02","1.3962762164548221","0","20240630","","20","0","4486","1030","0","27712","","2","OMAHA","93.15","0.7946158846698023","129376","","0","","0","0","1.3989654899208839","","20260630","594","6.135947835061219","14.5","","null","14413","STATE BANK OF TABLE ROCK","","","2.747676879718396","","0","KANSAS CITY","11286","","6","1","","1.0396493731525838","0.04739204148798245","0","1","0","0.2152558816395828","100656","20260630","0","2.201834862385321","9.724649317527039","0","5.186379310344828","7128","1.4166223359101766","1041","78.81","0","118799","KANSAS CITY","0.14","0","0.03","2023","86.02","118538","","0.3772842098356353","2982","0","","","0","STATE BANK OF TABLE ROCK","530.5","0","18851026","102","0","14413","9822_20260630"
"14004","22.562489815870947","0","0","0","NEW YORK","30.99347909474492","19340101","8447","","0","0","0","0","","86.95652173913044","0","65.20450503852993","22.562489815870947","","0","391269","2607","5.46053812082692","14.925927525590636","2607","76.88470080686177","NEW YORK","0","0","7986","0.25391507803568103","64831","140831","","1.016076916496114","","","9831","NY","0","2109","391771","354974","","51","414102","0","83623","NEW YORK","53.92670157068062","99991231","1.724614520796441","38.66766841973453","1","FED","71","463060","0","1.631338878454521","Erie","","84.7459250536659","COMMERCIAL LENDING SPECIALIZATION","","ALDEN","0","0","1519","0","393944","709","0","4.464665161917893","DIF","326940","SM","2607","1.1473285113555598","5.569385174648332","20220831","","206","0.08285248503828911","11564","2607","0","44656","","382","SYRACUSE","92.91","2.6277170515343156","300826","","0","","0.9922490979553654","0","1.1473285113555598","","20260630","808","5.263542870518015","7.63","","null","69116","ALDEN STATE BANK","","","2.9046291426723028","","1033","NEW YORK","50914","","3","0","","2.0617116955354184","0.03934047423660001","0","1","0","3.3819510076885746","250438","20260630","1.047720499993258","0.9958729589090257","15.176784449895544","0.168588061346413","6.521971830985915","18217","1.4593560965305084","3316","84.5","0","391771","NEW YORK","0.29","0.7169315330385948","0.09","6600","64.96","391269","BUFFALO-CHEEKTOWAGA, NY","0","9455","23.651621313345284","","","0","ALDEN STATE BANK","9.219895287958115","0","19161005","667","0","69116","9831_20260630"
"28202","12.107362886762012","0","106110000","1.2514803881710357","NORTH CAROLINA","83.67670364500792","19340101","3894000","0","22270000","0.1376383552216551","524891000","0","","0.0025585590195601835","24000","52.990066896411925","12.107362886762012","TRUIST FINANCIAL CORP","0","419212000","3155000","4.9224611464861034","11.483807668880598","3155000","78.04499871186894","ATLANTA","0","0","1692000","0.5464167438996043","188277000","105135000","1074156","1.4998976384590372","9239000","18130000","9846","NC","0","4238000","429802000","376888000","","31","852320","0","114184000","ATLANTA","94.9171270718232","99991231","0.4376798590670854","208.36470096194063","0","FDIC","35808","548346000","0.3582986592695331","0.2890932982917214","Mecklenburg","","86.80934388996201","ALL OTHER OVER 1 BILLION","0","CHARLOTTE","699000","1","1774000","0","485375000","510000","4306000","3.140654660424598","DIF","241525000","NM","3134360","1.1544285148660718","0.6563863377310781","20260125","","875000","0.07031544288962986","11708000","3155000","180000","234610000","","905000","CHARLOTTE","87.57","0.7198424836522598","327174000","41490000","41490000","0","0.5035101852917482","0","1.1620305148108248","","20260630","2640000","1.6325366131997718","10","0","null","62971000","TRUIST BANK","","0","1.9704796368424444","2377000","1463000","ATLANTA","39195000","","1931","0","137000","0.9718311036090616","0.06538025261422532","9000","1","0.5027862739347215","1.3672561189834875","314077000","20260630","0.7001837546918408","1.7818064860615057","9.818535871101409","-0.005879672502241626","15.313505361930295","35851000","1.3498706297247773","3641000","76.45","0","429802000","RICHMOND","0.88","2.0817635411008113","0.32","5350000","59.67","419212000","CHARLOTTE-CONCORD-GASTONIA, NC-SC","0.023873845573914684","7470000","13.62069599362278","0","","24.843161856963615","TRUIST BANK","4.990055248618784","31669","18720101","2396000","1","62971000","9846_20260630"
"45883","0","0","0","0","OHIO","109.440445026178","19340101","1911","","0","-0.715414195009986","0","0","","0","0","34.68367889420521","0","ST HENRY BCORP INC THE","0","384506","6112","4.941596664074947","10.907187429689186","6112","63.61201125600121","CHICAGO","0","0","254","-0.15750641361343312","124345","100090","4001144","1.3523160378309707","","","9871","OH","0","2334","384656","357933","","51","568126","1","129218","CHICAGO","0","99991231","0.05831492816243693","1320.0787401574803","1","FED","28","435566","0","0","Mercer","","68.33457658276828","AGRICULTURAL SPECIALIZATION","","ST. HENRY","0","0","295","0","388058","1","0","3.895647030090098","DIF","260311","SM","6112","2.569681375485862","0","20220831","","30","-0.1845943692564231","11027","6112","0","52237","","-198","COLUMBUS","93.75","0.10244207384702253","244592","","0","","0","0","2.569681375485862","","20260630","6689","-2.388508665415609","25.3","","null","47508","ST HENRY BANK","","","1.3714497131601573","","10000","CHICAGO","33352","","3","1","","0.11730747026902205","0.03786567362925481","0","1","0","0.4330923475651343","284416","20260630","0","1.0459496339848484","13.60689666188239","0","15.555928571428572","16493","2.5701018076480815","6113","88.28","0","384656","CLEVELAND","0.3","0.22185246810870773","0.01","3262","56.15","384506","CELINA, OH","0","8693","0","","","0","THE ST. HENRY BANK","0","0","19050105","712","0","47508","9871_20260630"
"73632","0","0","0","0","OKLAHOMA","89.57915831663327","19340101","956","","0","0","0","0","","-1.2","-17","65.89147286821705","0","ROCKY FINANCIAL CORP","0","52716","499","7.5063945887568915","9.253007309318562","499","98.52606419303437"," DALLAS","0","0","2087","-0.01889454325590769","9688","10605","1063833","1.1118938369857014","","","9875","OK","0","743","52824","40180","","51","464853","1","1216","DALLAS","0","99991231","3.4203022059064536","27.982750359367515","1","FDIC","14","61018","0","0","Washita","","129.26580388252862","COMMERCIAL LENDING SPECIALIZATION","","CORDELL","0","0","829","0","55372","0","0","4.972432217359176","DIF","43136","NM","516","1.6834778826024306","0","20220831","","12","0","2201","499","0","4137","","-5","OKLAHOMA CITY","95.77","3.973497324981437","51939","","0","","12.389921722113503","0","1.6280144639895597","","20260630","447","1.8550448897080685","17.8","","null","5646","BANK360","","","3.327805116772246","","5275"," DALLAS","652","","2","1","","4.439008826970116","0.016060834507850143","0","1","0","0.2557973749318573","42111","20260630","0","2.533962371397715","9.363339358861673","0","4.358428571428571","980","1.6280144639895597","516","86.39","0","52824","KANSAS CITY","0.29","0","0.04","1020","85.12","52716","WEATHERFORD, OK","0","1458","0","","","100","BANK360","0","0","19020529","90","0","5646","9875_20260630"
"73068","0","0","0","0.46826222684703434","OKLAHOMA","51.42857142857142","19340101","2313","","0","0","0","0","","0","-16","80.94820017559262","0","NOBLE BANCSHARES INC","0","56790","175","4.975970227178409","7.558035496412943","175","30.292304983271702"," DALLAS","0","0","133","0","25066","23911","1050178","1.1776194852941175","","","9879","OK","0","320","56813","56331","","51","99853","1","36614","DALLAS","0","99991231","0.21636218704755086","154.13533834586465","1","FDIC","11","61471","0","0","Cleveland","","30.539134757060943","OTHER SPECIALIZED UNDER 1 BILLION","","NOBLE","0","0","130","0","56825","24","0","3.6908124606755113","DIF","31747","NM","189.08","0.6908798596901492","3.2842582106455263","20220831","","2","0","1239","175","0","1142","","0","OKLAHOMA CITY","92.06","0.7640165441176471","17203","","0","","0","0","0.6394329143525285","","20260630","90","3.651464165533042","7.52","","null","4646","FIRST STATE BANK","","","3.368897983045893","","1297"," DALLAS","2909","","1","0","","0.6463024695557521","0.018463991150298516","0","1","0","0.9680048909720808","32879","20260630","0","1.2851577665028984","11.337722210628167","0","5.588272727272727","1135","0.7271265711780182","215","92.39","0","56813","KANSAS CITY","0.8","0","0.01","922","27.99","56790","OKLAHOMA CITY, OK","0","919","0","","","0","FIRST STATE BANK","0","0","19020704","220","0","4646","9879_20260630"
"74354","9.64135068181311","0","0","0.45388900350732414","OKLAHOMA","60.148514851485146","19340101","1246","","770","0","0","0","","-0.30292830696735107","6","61.41753264055423","9.64135068181311","SSB HOLDINGS INC","0","145373","1212","7.114662758625458","7.540015335218288","1212","93.11288891334705"," DALLAS","0","0","1811","-0.003083857803316689","15282","23985","2410603","1.516242860780676","","","9881","OK","0","1788","145581","114010","","51","19356","0","11561","DALLAS","0","99991231","1.3160732256673215","107.42268041237114","1","FDIC","27","166936","0","0","Ottawa","","118.72730462240155","COMMERCIAL LENDING SPECIALIZATION","","MIAMI","129","0","2086","0","154349","0","0","4.642642352014047","DIF","130299","NM","1206","1.5253401238653757","1.8131892080373098","20220831","","239","0","5146","1212","0","13094","","-2","OKLAHOMA CITY","92.81","1.4114736803812433","135361","","0","","2.4011840057158897","0","1.5329288807005266","","20260630","729","7.7733966363563205","19.51","","null","12587","SECURITY BANK&TRUST CO","","","2.919141795921465","","6736"," DALLAS","5239","","4","1","","1.435920032952401","0.034540183064168305","257","1","0","1.1883212300615458","121388","20260630","0","2.4720204066114104","8.04379398949838","0","6.182814814814815","5766","1.5329288807005266","1206","87.08","0","145581","KANSAS CITY","0.5","0.15377715127827257","0.3","2308","81.09","145373","MIAMI, OK","0.05701254275940707","3358","10.895618988104538","","","0","SECURITY BANK AND TRUST COMPANY","0","0","19221201","395","1","12587","9881_20260630"
"18431","13.951858841140547","0","0","0.15629226653842684","PENNSYLVANIA","24","19340101","17994","","641","-0.13823602454736678","5286","0","","0.2187107004210181","1","53.07085552484325","13.951858841140547","DIMECO INC","0","1012441","10000","6.501332779027683","10.77567341159221","10000","84.88939108550522","NEW YORK","0","0","11369","0.2276013179649376","278572","217087","2065432","1.6222026104962415","","","9888","PA","0","10075","1012995","900027","","51","56717","0","232231","NEW YORK","145.80310880829015","99991231","0.9701880372208084","124.65476295188671","1","FDIC","160","1194923","0","1.8987743697212167","Wayne","","95.49213523594292","COMMERCIAL LENDING SPECIALIZATION","","HONESDALE","0","0","6845","0","1066162","2372","0","4.6534774528025045","DIF","734423","NM","9999.19","1.7124490861916901","1.2659152323684788","20220831","","1551","-0.08520676010516211","35447","10000","0","110584","","965","PHILADELPHIA","93.34","1.3013562996564896","859455","","0","","1.6517827900172495","0","1.71258780580396","","20260630","2400","12.176462577404651","16.02","","null","128761","DIME BANK","","","2.6962982414577548","","4","NEW YORK","33316","","9","0","","1.3813413406417048","0.04272911308929529","224","1","0","0.6579942520042353","795354","20260630","3.2042305584789466","1.847855326225179","11.741616750667385","0","7.46826875","51058","2.1188136333406593","12371","84.73","0","1012995","PHILADELPHIA","0.74","0.14684431565654096","0.27","15744","71.93","1012441","","0","25372","15.204655662518215","","","0","THE DIME BANK","14.426943005181347","0","19060101","4294","0","128761","9888_20260630"
